id,year,volume,issue,article_number,editor_era,is_editorial,title,authors,category,cluster_haiku_summary,summary_haiku,methodology_primary,methodology_secondary,unit_of_analysis_primary,unit_of_analysis_secondary,pedagogy_primary,pedagogy_secondary,technology_primary,technology_secondary,theory_primary,theory_secondary,ai_llm_involvement_primary,ai_llm_involvement_secondary,evidence_span,coding_confidence,extends_methodology,extends_pedagogy,extends_technology,extends_theory,coding_notes
ijCSCL_6_4_2,2011,6,4,2,stahl_hesse_2006_2015,no,Multi-touch tables and the relationship with collaborative classroom pedagogies: A synthetic review,Steven E. Higgins & Emma Mercier & Elizabeth Burd & Andrew Hatch,b,6,"Multi-touch tables offer significant potential for supporting collaborative classroom learning through their design features. This synthetic review proposes a typology categorizing hardware characteristics—surface geometry and display type, touch sensing capabilities, and connectivity—to analyze how technical affordances align with pedagogical goals. Evidence suggests horizontal multi-touch surfaces enable more equitable participation and task-focused interaction than traditional single-touch technologies, though text entry limitations and teacher orchestration challenges require further investigation.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_4_3,2011,6,4,3,stahl_hesse_2006_2015,no,Interfering and resolving: How tabletop interaction facilitates co-construction of argumentative knowledge,Taciana Pontual Falcão & Sara Price,c,6,"Peer interference in shared tabletop interfaces can productively support argumentative knowledge co-construction during exploratory science learning. Analyzing 43 students aged 11-14 interacting with a tangible light-behavior simulation, researchers applied Weinberger and Fischer's consensus-building framework to interference episodes. Integration-oriented consensus building—where students reflected on and incorporated peers' contributions—consistently produced productive learning, while conflict-oriented approaches typically yielded counter-productive outcomes.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_4_4,2011,6,4,4,stahl_hesse_2006_2015,no,Collaboration within large groups in the classroom,Eyal Szewkis & Miguel Nussbaum & Tal Rosen & Jose Abalos & Fernanda Denardin & Daniela Caballero & Arturo Tagle & Cristian Alcoholado,c,1,"This study investigates large-group classroom collaboration using Single Display Groupware with multiple mice and minimal hardware. Through an experimental design comparing 42 students using the system for 40% of class time against 32 control students, researchers found that ""silent collaboration""—a negotiation mechanism enabling object exchanges—effectively facilitated synchronous learning in Spanish language tasks. Results demonstrated significant learning gains and successful achievement of collaborative conditions, suggesting this low-cost approach enables effective large-group computer-supported collaborative learning.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_4_5,2011,6,4,5,stahl_hesse_2006_2015,no,Guided reciprocal questioning to support children’s collaborative storytelling,Giulia Gelmini-Hornsby & Shaaron Ainsworth & Claire O’Malley,c,2,"Guided Reciprocal Peer Questioning (GRPQ) scripts significantly enhance children's collaborative storytelling through increased interactive discussion. Using a within-subjects design with 36 six-to-seven-year-olds creating stories with KidPad, the study found that question prompts promoted longer, more evaluatively rich, and more coherent stories. Benefits largely persisted after scaffold withdrawal, suggesting children internalized the questioning approach and can apply it independently.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_4_6,2011,6,4,6,stahl_hesse_2006_2015,no,Scaffolding of small groups’ metacognitive activities with an avatar,Inge Molenaar & Ming Ming Chiu & Peter Sleegers & Carla van Boxtel,b,16,"Avatar-based metacognitive scaffolding in small group learning environments influences student knowledge acquisition through mediation by metacognitive activities. Multivariate multilevel analysis of 51,339 conversation turns from 54 elementary students revealed that problematizing scaffolds (eliciting student explanations) produced greater domain knowledge than structuring scaffolds (providing examples), with metacognitive activities mediating these effects. Both scaffold types enhanced metacognitive knowledge primarily through increased metacognitive engagement.",,,,,,,,,,,,,,,,,,,
ijCSCL_6_4_7,2011,6,4,7,stahl_hesse_2006_2015,no,"Building a community among teachers, researchers and university students. A blended approach to training",Donatella Cesareni & Francesca Martini & Ilaria Mancini,b,13,"# Summary This case study examined a blended learning community of 45 Italian teachers, researchers, and university students participating in the ITCOLE project. Using qualitative analysis of face-to-face and online interactions, researchers found that expert teachers assumed central roles while novice teachers engaged in legitimate peripheral participation, gradually becoming more competent community members. Teachers recognized CSCL's innovative potential for student motivation and collaborative knowledge building, though they identified challenges including technical infrastructure limitations and heavy workload demands.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_1,2012,7,1,1,stahl_hesse_2006_2015,no,Making rounds: The routine work of the teacher during collaborative learning with computers,Christian Greiffenhagen,c,5,"This ethnomethodological study analyzes teacher interventions during collaborative computer-based learning using video recordings of English lessons with storyboarding software. Through detailed conversation analysis of naturally occurring classroom interactions, the author identifies five types of teacher practices: ratifying pupil work, reminding pupils of task requirements, making suggestions for improvement, maintaining classroom control, and making whole-class announcements. The analysis reveals that classroom management and pedagogy are intertwined rather than separate, and tensions between teacher and pupil perspectives are collaborative rather than antagonistic.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_2,2012,7,1,2,stahl_hesse_2006_2015,no,How gamers manage aggression: Situating skills in collaborative computer games,Ulrika Bennerstedt & Jonas Ivarsson & Jonas Linderoth,c,0,"Using ethnomethodological analysis of boss encounters in a massively multiplayer online game, this study examines skills gamers develop during collaborative gameplay involving portrayed aggression. The researchers found that ""aggression"" and ""collaboration"" manifest as highly specialized, game-specific practices—particularly aggro management—rather than transferable general skills. The analysis challenges assumptions underlying both positive and negative gaming effects research, arguing that claims about behavioral transfer require explicit theoretical justification and risk oversimplification.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_3,2012,7,1,3,stahl_hesse_2006_2015,no,The multivoicedness of game play: Exploring the unfolding of a student’s learning trajectory in a gaming context at school,Kenneth Silseth,c,0,"This qualitative case study examines how classroom interactions facilitate a student's learning trajectory while playing the educational game Global Conflicts: Palestine. Using sociocultural and dialogic analysis of video-recorded gameplay and discussions, the research demonstrates that computer games become learning resources through collaborative meaning-making. The teacher's role in orchestrating dialogic spaces where multiple perspectives ""inter-animate"" each other proved crucial for developing nuanced understanding of the Israeli-Palestinian conflict's complexity.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_4,2012,7,1,4,stahl_hesse_2006_2015,no,Personal and shared experiences as resources for meaning making in a philosophy of science course,Maarit Arvaja,c,16,"Health education students in an online philosophy of science course used personal work experiences and peer contributions as meaning-making resources. Analysis of individual writings and discussions revealed three epistemic activities: applying theoretical concepts to practice, forming conceptions, and critiquing. Peer interactions involved elaboration and sharing discourse. Results demonstrate that connecting abstract philosophical knowledge to lived experience enhanced understanding while fostering boundary crossing between institutional and personal knowledge contexts.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_5,2012,7,1,5,stahl_hesse_2006_2015,no,Collaboration amidst disagreement and moral judgment: The dynamics of Jewish and Arab students’ collaborative inquiry of their joint past,Sarah Pollack & Yifat Ben-David Kolikant,c,2,"Israeli Jewish and Arab students collaboratively investigated a historical event through computer-supported learning, analyzing conflicting narratives via wiki-based discussion. Despite persistent disagreement, students' post-activity individual answers demonstrated enriched historical understanding, incorporating multiple perspectives and reduced one-sidedness. The researchers propose ""fission""—moments when opposing voices create cracks in individual perspectives, fostering polyphonic thinking without requiring consensus.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_6,2012,7,1,6,stahl_hesse_2006_2015,no,"Linking teacher beliefs, practices and student inquiry-based learning in a CSCL environment: A tale of two teachers",Yangjie Song & Chee-Kit Looi,c,5,"Teachers holding innovation-oriented beliefs about inquiry-based learning enacted mathematics lessons with inquiry principle-based practices and technology-enhanced orchestration, while teachers with teacher-centered beliefs used traditional approaches. Comparative case analysis of two teachers using Group Scribbles technology revealed that innovation-oriented beliefs directly shaped progressive inquiry practices, which subsequently fostered student collaborative knowledge construction and effective technology use.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_1_7,2012,7,1,7,stahl_hesse_2006_2015,no,The role of teacher assistance on the effects of a macro-script in collaborative writing tasks,Javier Onrubia & Anna Engel,c,10,"This multiple-case study examines how teacher assistance patterns interact with macro-scripts to influence collaborative writing in university students. Analyzing two settings with different script types and teaching approaches, the study identifies distinct teacher assistance patterns and their relationships to group organization and knowledge construction phases. Results show that flexible, content-focused teacher guidance combined with open scripts promotes heterogeneous group strategies and advanced collaborative knowledge construction, while detailed scripts paired with organizational reminders produce homogeneous adherence but lower knowledge construction levels.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_2_1,2012,7,2,1,stahl_hesse_2006_2015,no,Connecting agents and artifacts in CSCL: Towards a rationale of mutual shaping,Maarten Overdijk & Wouter van Diggelen & Paul A. Kirschner & Michael Baker,b,3,"This article examines how human agents and technical artifacts connect in computer-supported collaborative learning. Through theoretical review of affordance, structuration, and instrumental genesis frameworks, the authors argue that existing CSCL research emphasizing artifact-driven ""shaping"" of collaboration should shift toward ""mutual shaping,"" where both learners and technologies reciprocally influence each other. Instrumental genesis emerges as the most viable theoretical approach for understanding this bidirectional relationship.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_2_2,2012,7,2,2,stahl_hesse_2006_2015,no,An instrumental perspective on CSCL systems,Jacques Lonchamp,c,13,"Rabardel's instrumental genesis theory reveals that CSCL systems involve complex two-phase development: teachers customize artifacts during preparation, while learners and tutors collaboratively develop utilization schemes during use. The research distinguishes two system categories based on who drives instrumentalization—learner-instrumentalizable systems supporting emergent collaborative practices, and teacher-instrumentalizable systems enforcing predefined learning structures—each mediating different forms of knowledge construction through epistemic, pragmatic, interpersonal, and reflexive mediation.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_2_3,2012,7,2,3,stahl_hesse_2006_2015,no,Instrumental genesis in technology-mediated learning: From double stimulation to expansive knowledge practices,Giuseppe Ritella & Kai Hakkarainen,c,3,"Technology-mediated collaborative learning requires transforming social practices through instrumental genesis—the developmental process of appropriating technological tools as learning instruments. Drawing on sociocultural theory, the authors argue that epistemic mediation through external artifacts enables knowledge creation, but productive integration demands extended iterative efforts reformatting cognitive-cultural operating systems at personal and collective levels, explaining why innovative CSCL practices remain difficult to implement in educational systems.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_2_4,2012,7,2,4,stahl_hesse_2006_2015,no,How to improve collaborative learning with video tools in the classroom? Social vs. cognitive guidance for student teams,Carmen Zahn & Karsten Krauskopf & Friedrich W. Hesse & Roy Pea,b,4,"Social interaction-related guidance proved more effective than cognitive task-related guidance for student teams using video tools in collaborative history learning. In a 2×2 experimental design with 148 sixteen-year-old students, teams receiving guidance emphasizing communication norms and cooperation demonstrated superior learning outcomes in historical skills and design product quality, regardless of video tool type. Results suggest focusing instructional support on group dynamics rather than task procedures.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_2_5,2012,7,2,5,stahl_hesse_2006_2015,no,The ACODEA framework: Developing segmentation and classification schemes for fully automatic analysis of online discussions,Jin Mu & Karsten Stegmann & Elijah Mayfield & Carolyn Rosé & Frank Fischer,c,15,"The ACODEA framework enables fully automatic analysis of online discussions by extracting syntactic and semantic features through part-of-speech tagging and named-entity recognition before segmentation and classification. Applied to 84 students' collaborative discussions about attribution theory, the three-layer approach achieved high reliability (Cohen's Kappa ≥0.81) for micro-argumentation coding across different contexts, demonstrating that context-independent automated analysis is feasible for collaborative learning environments.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_2_6,2012,7,2,6,stahl_hesse_2006_2015,no,Scripted collaborative learning with the cognitive tutor algebra,Nikol Rummel & Dejana Mullins & Hans Spada,b,10,"Researchers extended the Cognitive Tutor Algebra system to support collaborative learning by implementing a jigsaw-based collaboration script with adaptive elements. In a classroom experiment comparing scripted collaboration, unscripted collaboration, and individual learning, process analyses revealed the script improved interaction quality and problem-solving during learning. However, quantitative between-condition comparisons showed no significant learning advantage for collaboration, though collaborative performance matched individual performance despite fewer practice problems, suggesting interaction compensated for reduced practice opportunities.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_3_1,2012,7,3,1,stahl_hesse_2006_2015,no,Learning physics through play in an augmented reality environment,Noel Enyedy & Joshua A. Danish & Girlie Delacruz & Melissa Kumar,b,6,"# Summary This study demonstrates that first and second graders (n=43) can meaningfully learn Newtonian physics through augmented reality activities combining embodied play and progressive symbolization. Using pre-post assessments, students showed significant gains in understanding force, net force, friction, and two-dimensional motion. Two design principles guided the curriculum: participatory modeling leveraging socio-dramatic play to make intuitions visible, and progressive symbolization enabling students to invent and refine representational systems. Case studies illustrate how embodied prediction and collaborative symbol refinement supported conceptual integration, though challenges emerged when students relied exclusively on embodiment or formal reasoning.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_3_2,2012,7,3,2,stahl_hesse_2006_2015,no,Context matters: The value of analyzing human factors within educational contexts as a way of informing technology-related decisions within design research,Kim MacKinnon,b,3,"Design research in educational technology often overlooks systematic analysis of contextual factors. This study adapts Cognitive Work Analysis (CWA), an engineering method, to systematically identify human factors constraints—political, organizational, team, psychological, and physical—within a teacher education program. Through interviews, documentation analysis, and observations, 358 constraints were identified. The modified CWA approach made contextual information explicit and organized, enabling informed technology design decisions for supporting student research projects through an online mentorship environment.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_3_3,2012,7,3,3,stahl_hesse_2006_2015,no,Patterns of kindergarten children’s social interaction with peers in the computer area,Eun Mee Lim,c,5,"This qualitative study examined kindergarten children's peer interactions in a classroom computer area through three-month observations and teacher interviews. The researcher identified six social interaction patterns: parallel play, verbal conflicts, sociable interactions, knowledge construction through positive processes, knowledge construction through negative processes, and non-verbal communication. Three patterns—positive processes, negative processes, and non-verbal communication—constituted ""Cognitively Effective Social Interaction"" leading to meaningful knowledge construction. Findings demonstrate computers support collaborative learning when integrated with classroom curriculum.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_3_4,2012,7,3,4,stahl_hesse_2006_2015,no,"Online class size, note reading, note writing and collaborative discourse",Mingzhu Qiu & Jim Hewitt & Clare Brett,c,2,"This mixed-methods study examined 25 online graduate courses (341 students, 25 instructors) using tracking logs and interviews to investigate how class size affects note reading and writing loads. Findings revealed class size positively correlates with total notes read but negatively with percentage read, indicating information overload in larger classes. Students wrote shorter, simpler notes in larger classes. Dividing large classes into subgroups reduced overload. An optimal class size of 13-15 students was identified for effective collaborative discourse.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_3_5,2012,7,3,5,stahl_hesse_2006_2015,no,4SPPIces: A case study of factors in a scripted collaborative-learning blended course across spatial locations,Mar Pérez-Sanagustín & Patricia Santos & Davinia Hernández-Leo & Josep Blat,c,6,"This case study evaluates the 4SPPIces model—a conceptual framework combining Space, Pedagogical Method, Participants, and History factors—for designing computer-supported collaborative blended learning scripts. Researchers implemented a geography fieldwork activity with 34 students across Barcelona using mobile devices and GPS. Results demonstrate that considering 4SPPIces factors successfully enhanced the activity, promoting collaborative skills, motivation, and learning about multiple urban districts while effectively supporting teacher orchestration through integrated technologies.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_4_1,2012,7,4,1,stahl_hesse_2006_2015,no,Computational analysis and mapping of ijCSCL content,Jacques Lonchamp,c,14,"This empirical study employs co-word analysis to map content in the International Journal of Computer-Supported Collaborative Learning (2006-2011). Using hierarchical clustering and multidimensional scaling on full-text corpora, the research identifies three major thematic categories: interaction analysis, technical/organizational issues, and applications. Key findings include dominant themes like scripting, monitoring, community-based learning, and argumentation, revealing the intellectual structure of CSCL research.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_4_2,2012,7,4,2,stahl_hesse_2006_2015,no,Interactive visual tools as triggers of collaborative reasoning in entry-level pathology,Markus Nivala & Hans Rystedt & Roger Säljö & Pauliina Kronqvist & Erno Lehtinen,b,6,"Virtual microscopy enables collaborative pathology learning through multimodal referential practices. This qualitative video analysis of 15 medical student pairs examined how interactive visual tools mediate diagnostic reasoning. Students organized shared visual fields using gestures, zooming, and paced negotiations to construct joint understanding. Key strategies included framing diagnostic processes, negotiating visual evidence, and extending reasoning frames when uncertain. The study demonstrates that technology becomes constitutive of face-to-face collaboration, and understanding image production techniques proves integral to medical interpretation.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_4_3,2012,7,4,3,stahl_hesse_2006_2015,no,Using augmented reality and knowledge-building scaffolds to improve learning in a science museum,Susan A. Yoon & Karen Elinich & Joyce Wang & Christopher Steinmeier & Sean Tucker,b,6,"A quasi-experimental study examined how augmented reality and knowledge-building scaffolds enhance science learning in a museum setting. Using four conditions with varying levels of digital augmentation and pedagogical support, researchers tested 119 middle-grade students on electrical conductivity concepts. Results showed digital augmentation alone improved conceptual knowledge, while knowledge-building scaffolds combined with augmented reality significantly enhanced students' ability to theorize about scientific phenomena, suggesting collaborative supports amplify technology-based informal learning.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_4_4,2012,7,4,4,stahl_hesse_2006_2015,no,Participatory learning through behavioral and cognitive engagements in an online collective information searching activity,Chia-Ching Lin & Chin-Chung Tsai,c,16,"This study investigated how college students' behavioral and cognitive engagements relate during online collective information searching using social bookmarking. Through cluster analysis of 101 engineering students' activity logs and annotations, researchers identified four behavioral patterns (Hitchhiker, Individualist, Active, Commentator) and two cognitive levels (Deep, Surface). Results revealed that students exhibiting ""Active"" behavioral engagement demonstrated ""Deep"" cognitive engagement, while those with ""Hitchhiker"" or ""Individualist"" patterns showed ""Surface"" engagement, with deeper engagement correlating to better assignment performance.",,,,,,,,,,,,,,,,,,,
ijCSCL_7_4_5,2012,7,4,5,stahl_hesse_2006_2015,no,A model for flexibly editing CSCL scripts,Péricles Sobreira & Pierre Tchounikine,a,10,"Researchers developed the T2 model, a table-tree representation system enabling teachers to flexibly edit CSCL scripts. Using intuitive table structures mapped to machine-readable trees, the approach prioritizes simplicity and adaptability over complex meta-models. Usability testing with five teachers confirmed the model's ease of use and demonstrated that teachers effectively leveraged representation flexibility to customize scripts according to their perspectives and contexts.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_1_2,2013,8,1,2,stahl_hesse_2006_2015,no,On the bridge to learn: Analysing the social organization of nautical instruction in a ship simulator,Magnus Hontvedt & Hans Christian Arnseth,c,0,"This qualitative study examines how nautical students collaboratively construct simulated learning contexts through role-play in a ship simulator. Using interaction analysis of video data, the researchers identify two competing activity contexts: students enacting professional crew roles and students participating in educational training. The analysis reveals that while role-play enables situated learning opportunities for professional tasks, maintaining credible simulations requires substantial interactional effort and can conflict with instructional objectives like meta-reflection and debriefing.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_1_3,2013,8,1,3,stahl_hesse_2006_2015,no,Student sensemaking with science diagrams in a computer-based setting,Anniken Furberg & Anders Kluge & Sten Ludvigsen,c,6,"This study examined how upper secondary students collaboratively made sense of solar panel diagrams in a computer-based learning environment. Using interaction analysis of one student group's expert-group session, researchers found that science diagrams functioned as productive social and cognitive resources, enabling students to slow conceptual reasoning and negotiate scientific meanings. However, students faced significant challenges translating oral accounts into written explanations and coordinating multiple diagram representations. The analysis reveals that students' sensemaking involved not only conceptual understanding but also navigating institutional norms and practices embedded within schooling contexts.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_1_4,2013,8,1,4,stahl_hesse_2006_2015,no,Recalibrating reference within a dual-space interaction environment,Alan Zemel & Timothy Koschmann,c,8,"# Summary Middle school students collaborating in the Virtual Math Teams system develop shared understanding of mathematical problems through sequential recalibration of referential practices. Using ethnomethodological analysis of chat and whiteboard interactions, the study demonstrates how students progressively specify indexical properties of underspecified problems and solutions. Rather than treating representations as static objects, the research reveals how problem-solving emerges from the situated, interactive work of producing and refining references to mathematical concepts across dual-space modalities.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_1_5,2013,8,1,5,stahl_hesse_2006_2015,no,Enhancing student knowledge acquisition from online learning conversations,Evren Eryilmaz & Jakko van der Pol & Terry Ryan & Philip Martin Clark & Justin Mary,c,2,"This experimental study compared linked and parallel artifact-centered discussion systems with 106 pharmacy students. Annotation functionality in the linked system decreased coordination activities while increasing assertion and conflict knowledge construction activities. Mediation analysis revealed that assertion, conflict, and clarification activities significantly predicted individual learning gains, with the treatment group achieving greater post-test improvements than controls.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_2_1,2013,8,2,1,stahl_hesse_2006_2015,no,,Richard Alterman · Johann Ari Larusson,c,12,"This case study examines how student blogging facilitates common knowledge emergence in a loosely coordinated learning environment. Through qualitative and quantitative analysis of 25 undergraduates' semester-long blogging activity in an Internet & Society course, researchers found that common knowledge develops through distributed participation across multiple conversations and topics. Longer conversations served as focal points attracting wider readership and participation, while persistent content enabled students to mine the blogosphere when preparing papers, with approximately 50% of paper topics foreshadowed by blogging activity.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_2_2,2013,8,2,2,stahl_hesse_2006_2015,no,Facilitating learning in multidisciplinary groups with transactive CSCL scripts,Omid Noroozi & Stephanie D. Teasley & Harm J. A. Biemans & Armin Weinberger & Martin Mulder,a,10,"# Summary This laboratory experiment with 120 university students examined how transactive memory and discussion scripts in computer-supported collaborative learning environments facilitate knowledge sharing in multidisciplinary groups. Students from different disciplinary backgrounds solved an authentic problem requiring complementary expertise. Results showed that each script individually improved transactive knowledge sharing, knowledge transfer, and solution quality, but combining both scripts produced negative interaction effects, likely due to over-scripting constraints within the 80-minute collaboration period.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_2_3,2013,8,2,3,stahl_hesse_2006_2015,no,Co-located single display collaborative learning for early childhood education,Florencia Gómez & Miguel Nussbaum & Juan F. Weitz & Ximena Lopez & Javiera Mena & Alex Torres,b,1,"Small-group co-located single-display collaborative learning significantly improves oral language, logical-mathematical, and social skills in kindergarten children. Using a quasi-experimental design with 268 experimental and 172 control participants, researchers implemented computer-supported collaborative activities twice weekly for four months. Results showed the experimental group achieved substantially greater gains in logical-mathematical skills (21.78% vs. 6.09%) and social skills (10.09% vs. -8.19%), with teacher mediation proving essential for effective collaboration.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_2_4,2013,8,2,4,stahl_hesse_2006_2015,no,Measuring prevalence of other-oriented transactive contributions using an automated measure of speech style accommodation,Gahgene Gweon & Mahaveer Jain & John McDonough & Bhiksha Raj & Carolyn P. Rosé,d,2,"Researchers developed an unsupervised Dynamic Bayesian Network model grounded in Speech Accommodation Theory to automatically detect other-oriented transactive contributions in dyadic speech discussions. Testing on debate recordings, they found significant positive correlation between automatic speech style accommodation measures and prevalence of other-oriented transacts (R=.36, p<.05), demonstrating that theoretically-informed computational models effectively assess collaborative learning processes.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_3_1,2013,8,3,1,stahl_hesse_2006_2015,no,Vocational education approach: New TEL settings—new prospects for teachers’ instructional activities?,Raija Hämäläinen & Bram De Wever,b,8,"This design-based research study examined vocational teachers' instructional activities in a 3D game environment using content analysis of 8,188 utterances from four teacher-student groups. Findings revealed teachers employed two distinct approaches: ""knowledge-providing"" and ""joint problem-solving,"" with different student responses. Teachers asked more contextual questions and engaged in shared problem-solving than students, while students provided more knowledge. The study demonstrates teachers spontaneously develop innovative instructional strategies in technology-enhanced vocational learning settings, shifting from classroom management toward empowering collaborative knowledge construction.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_3_2,2013,8,3,2,stahl_hesse_2006_2015,no,Crossing boundaries in Facebook: Students’ framing of language learning activities as extended spaces,Annika Lantz-Andersson & Sylvi Vigmo & Rhonwen Bowen,c,2,"This ethnographic case study examined how 60 students aged 13-16 from four countries framed English language learning activities in a Facebook group. Using frame analysis and sociocultural theory, researchers found that students initially adopted formal school-task framing but gradually negotiated boundary-crossing interactions creating extended learning spaces. However, maintaining these dynamic spaces proved difficult, requiring deliberate collaborative negotiation between educators and students to balance everyday social media practices with educational goals.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_3_3,2013,8,3,3,stahl_hesse_2006_2015,no,Advancing understanding using Nonaka’s model of knowledge creation and problem-based learning,Meng Yew Tee & Shuh Shing Lee,c,16,"Integrating Nonaka's knowledge creation model with problem-based learning addresses Bereiter's critique that the model neglects understanding. This design-based research examined a 14-week course for in-service teachers developing technological pedagogical content knowledge. Findings demonstrate that combining socialization, externalization, combination, and internalization processes within problem-based learning phases cultivates advancing understanding of complex teaching-technology integration challenges.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_3_4,2013,8,3,4,stahl_hesse_2006_2015,no,Inducing socio-cognitive conflict in Finnish and German groups of online learners by CSCL script,Armin Weinberger & Miika Marttunen & Leena Laurinen & Karsten Stegmann,c,2,"This cross-cultural study examined how a peer-critique collaboration script affects socio-cognitive conflict in online learning. Using a 2×2 design with 132 Finnish and German university students, researchers analyzed discussion patterns and knowledge acquisition. Results revealed German groups engaged in more conflict-oriented consensus building than Finnish groups, who preferred integration-oriented approaches. The script strengthened conflict-oriented discourse in German groups but proved incompatible with Finnish collaborative norms, suggesting CSCL environments require culturally sensitive design.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_3_5,2013,8,3,5,stahl_hesse_2006_2015,no,Dialogical positions as a method of understanding identity trajectories in a collaborative blended university course,M. Beatrice Ligorio & Fedela Feldia Loperfido & Nadia Sansone,c,2,"# Summary This study proposes a three-step qualitative-quantitative method for tracking identity trajectories in collaborative learning using Bakhtinian concepts of polyphony and chronotopes as dialogical indicators. Applied to online notes from two university students in a blended course, the method reveals unique, context-sensitive identity development patterns, demonstrating how students' positioning shifts across course modules in response to activities and personal circumstances.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_4_1,2013,8,4,1,stahl_hesse_2006_2015,no,Real-time mutual gaze perception enhances collaborative learning and collaboration quality,Bertrand Schneider & Roy Pea,c,1,"Real-time gaze visualization during remote collaborative learning on neuroscience contrasting cases enhanced learning gains and collaboration quality compared to control conditions. Eye-tracking enabled dyads to achieve higher joint attention, with followers benefiting most. Joint attention emerged as the primary mediator of improved learning outcomes.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_4_2,2013,8,4,2,stahl_hesse_2006_2015,no,Social argumentation in online synchronous communication,Esra Alagoz,c,9,"This study examined argumentative practices among adolescents in World of Warcraft synchronous guild chat using ethnographic methods. Analysis of 27 argumentative exchanges revealed that 81% employed counter-critiques—stronger arguments directly refuting opponents' claims—rather than weaker counter-alternatives. Quality argumentation peaked during discussions about avatar customization (race/class, gear, talent builds), suggesting that interest-driven, authentic contexts where players exercise control over personalization trigger sophisticated argumentative discourse skills.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_4_3,2013,8,4,3,stahl_hesse_2006_2015,no,Collaborative drawing on a shared digital canvas in elementary science education: The effects of script and task awareness support,Hannie Gijlers & Armin Weinberger & Alieke Mattia van Dijk & Lars Bollen & Wouter van Joolingen,b,10,"This study examined how scripting and task awareness support affect elementary students' collaborative drawing on photosynthesis. Ninety-four fifth-graders worked in dyads using a shared digital canvas under three conditions: control, awareness prompts, or structured script. Both support types increased transactive discourse and deeper conceptual understanding compared to controls. Scripted students acquired significantly more conceptual knowledge, while awareness and scripting both facilitated integrative consensus-building and process-related discussions.",,,,,,,,,,,,,,,,,,,
ijCSCL_8_4_4,2013,8,4,4,stahl_hesse_2006_2015,no,Capturing and analyzing verbal and physical collaborative learning interactions at an enriched interactive tabletop,Roberto Martinez-Maldonado & Yannis Dimitriadis & Alejandra Martinez-Monés & Judy Kay & Kalina Yacef,c,1,"This study developed an approach to automatically capture and analyze verbal and physical interactions at an enriched interactive tabletop to distinguish collaborative from less collaborative student groups. Using sequence pattern mining on data from 60 students in concept-mapping triads, the researchers identified interaction patterns—including speech timing, turn-taking, and peer engagement—that differentiated high from low collaboration groups, demonstrating the potential of multimodal data analysis for supporting collaborative learning awareness.",,,,,,,,,,,,,,,,,,,
