volume,issue,article_number,title,authors,category,summary_ollama,summary_haiku
6,2,1,Bridging research and practice: Implementing and sustaining knowledge building in Hong Kong classrooms Carol K. K. Chan,Carol Chan,b,,"# Summary This article examines how computer-supported collaborative learning (CSCL) research translates into classroom practice through a case study of knowledge-building implementation in Hong Kong schools. Using design-based research across macro (policy), meso (teacher networks), and micro (classroom) levels, the study identifies three critical themes: systemic alignment across educational levels, capacity building through principle-based teacher communities, and innovation as continuous inquiry. Findings demonstrate that sustained CSCL adoption requires coordinating institutional policies, teacher professional development networks, and classroom design while adapting research models to local socio-cultural contexts."
6,2,2,Wiki-supported collaborative learning in primary education: How a dialogic space is created for thinking together,Manoli Pifarré & Judith Kleine Staarman,c,,"This study examined how wikis support primary students' collaborative knowledge construction through a dialogic lens. Twenty-five students engaged in a science project using MediaWiki, combining asynchronous wiki interaction with synchronous face-to-face collaboration. Analysis revealed students developed exploratory, cumulative, and disputational talk patterns, establishing intersubjective understanding. The collaborative wiki text demonstrated greater complexity, length, and reasoning than initial individual proposals, supporting the claim that dialogic approaches enhance wiki-based collaborative learning."
6,2,3,An information processing perspective on divergence and convergence in collaborative learning Robert L. Jorczak,Robert L. Jorczak,c,,"Jorczak proposes a Collaborative Information Processing (CIP) model explaining how peer discussion facilitates learning through information divergence and convergence. Using information processing theory, the model demonstrates that groups benefit from diverse member perspectives triggering conceptual conflict, followed by convergent processes achieving shared understanding. The CIP framework unifies cognitive and social interaction theories, predicting that heterogeneous groups and divergent information exchange enhance collaborative learning outcomes."
6,2,4,Comparing the effects of representational tools in collaborative and individual inquiry learning,Bas Kolloffel & Tessa H. S. Eysink & Ton de Jong,b,,"Collaborative learners significantly outperformed individual learners in combinatorics and probability inquiry learning, particularly on intuitive and situational knowledge. Using a pre-test/post-test design with 61 collaborative dyads and 95 individual students, three representational tool formats (conceptual, arithmetical, textual) were compared. Results showed collaboration's benefits persisted regardless of tool use, while individual learners benefited from externalization. Representational format did not directly enhance specific knowledge types as hypothesized, though approximately 50% adopted conceptual or textual tools versus only 20% using arithmetical formats."
6,2,5,"A multimodal approach to coding discourse: Collaboration, distributed cognition, and geometric reasoning",Michael A. Evans & Eliot Feenstra & Emily Ryon & David McNeill,c,,"Researchers developed a multimodal coding framework to analyze distributed cognition in young children's collaborative problem-solving. Using speech, gesture, and gaze analysis, they tracked ""coreferences""—shared references to objects, participants, and concepts—across three discourse levels. Applied to 7-8-year-olds solving tangrams physically and virtually, findings revealed increased meta-level communication and coalition formation in computer-supported settings, with dominant participants showing greater influence in virtual versus physical environments."
6,2,6,Designing automated adaptive support to improve student helping behaviors in a peer tutoring activity,Erin Walker & Nikol Rummel & Kenneth R. Koedinger,b,,"Researchers used a four-phase iterative design process to develop adaptive support for peer tutoring in algebra. Through user needs analysis, system design, classroom experimentation, and qualitative case analysis, they found that adaptive assistance improved conceptual help quality and sentence classifier usage compared to fixed support, though learning gains were not significantly different. The study demonstrates how accountability-focused design principles can enhance collaborative help-giving behaviors."
6,2,7,CSCL for intellectually disabled pupils: Stimulating interaction by using a floor control mechanism,Ulrike Cress & Katrin Wodzicki & Martina Bientzle & Andreas Lingnau,c,,"This study examined whether floor control mechanisms—restricting simultaneous actions in collaborative learning environments—improve interaction quality for intellectually disabled pupils. Twenty pupils completed a furniture-sorting task in pairs using tablet PCs, comparing floor control versus unrestricted conditions. Results showed floor control reduced relocations, decreased coordinative communication, and increased content-related discussion, particularly when pupils disagreed or faced difficult symbols, while producing slightly higher-quality collaborative outcomes."
6,3,0,Tweets from #cscl2011,Gerry Stahl & Friedrich W. Hesse & Nancy Law,e,,"# Summary The CSCL 2011 conference in Hong Kong demonstrated significant growth in computer-supported collaborative learning research, particularly in Asia-Pacific regions, with over 400 participants from 30+ countries. The conference emphasized connecting CSCL research to educational policy and practice through keynotes, workshops, and post-conference events across Chinese cities, establishing CSCL as a vital research field globally."
6,3,1,Student use of Facebook for organizing collaborative classroom activities,Cliff Lampe & Donghee Yvette Wohn & Jessica Vitak & Nicole B. Ellison & Rick Wash,b,,"Two survey studies examined how undergraduate students repurpose Facebook for classroom organizing. Study 1 (N=302) found that Facebook intensity and willingness to contact instructors predicted collaboration propensity. Study 2 (N=214) revealed two distinct collaboration types: positive (instructor-approved) and negative (unapproved), with different predictors including self-efficacy and relational communication strategies, suggesting how students use Facebook matters more than frequency."
6,3,2,Identity presence and knowledge building: Joint emergence in online learning environments?,Fengfeng Ke & Alicia F. Chávez & Pei-Ni L. Causarano & Antonio Causarano,c,,"This mixed-method study examined identity presence in seven online courses and its relationship to knowledge building. Using discourse analysis of 1,817 discussion posts, researchers found that posts expressing personal experiences, cultural perspectives, and age-related views elicited significantly more responses and correlated with knowledge-sharing interactions. However, identity presence did not significantly predict higher-level collaborative knowledge construction, suggesting online learners prioritize self-expression over negotiating shared understanding."
6,3,3,Agent-based dynamic support for learning from collaborative brainstorming in scientific inquiry,Hao-Chuan Wang & Carolyn P. Rosé & Chun-Yen Chang,b,,"This study examines learning during collaborative brainstorming through two controlled experiments manipulating individual versus pair work and system support. Results reveal that while pair brainstorming produces process losses in idea generation, it enhances multi-perspective learning. The VIBRANT agent's automatic feedback improves connection-based learning. An enhanced version in study two shows promise for mitigating productivity losses associated with collaborative work."
6,3,4,Scaffolding collaborative technical writing with procedural facilitation and synchronous discussion,Shiou-Wen Yeh & Jia-Jiunn Lo & Jeng-Jia Huang,b,,"Researchers developed Process-Writing Wizard, a computer-supported system combining procedural scaffolding and synchronous chat to facilitate collaborative technical writing among EFL students. An experimental study with 48 students compared the system against standard chat. Results showed experimental group students demonstrated significantly higher perceived usefulness, positive attitudes, and stronger intention to reuse the system. Their articles exhibited superior content and organization quality, and synchronous discussions focused more on article-related interactions rather than social exchanges."
6,3,5,Are two heads always better than one? Differential effects of collaboration on students’ computer-supported learning in mathematics,Dejana Mullins & Nikol Rummel & Hans Spada,a,,"Collaboration's effectiveness in mathematics learning depends on instructional material type. This experimental study compared individual versus collaborative learning with conceptual and procedural algebra instruction in a computer-supported environment. Results showed collaboration enhanced conceptual knowledge acquisition through mutual elaboration, but hindered procedural skill development due to task distribution and reduced practice opportunities."
6,3,6,Analyzing temporal patterns of knowledge construction in a role-based online discussion,Alyssa Friend Wise & Ming Ming Chiu,c,,"This study analyzed temporal patterns of knowledge construction in role-based online discussions using content analysis and statistical discourse analysis. Examining 252 posts from 21 university students, researchers identified pivotal posts that divided discussions into distinct segments. Results showed most discussions progressed from lower to higher knowledge construction phases, with mid-discussion summaries by Synthesizer and Wrapper roles acting as pivotal posts that elevated subsequent discussion quality, supporting the progressive nature of collaborative knowledge construction."
6,3,7,The impact of scripted roles on online collaborative learning processes,Francesca Pozzi,c,,"This pilot study examined how scripted ""opinion-centered"" roles impact online collaborative learning in an asynchronous text-based environment. Using content analysis of 209 student messages and post-activity questionnaires, researchers evaluated four dimensions: participative, social, cognitive, and teaching. Results showed roles effectively fostered group cohesion and knowledge building, though metacognition remained underdeveloped. Students' perceptions largely aligned with message analysis, indicating awareness of the collaborative process."
6,4,0,Collaborating around the tabletop,Gerry Stahl,e,,"Tabletop computing environments can serve as focal points for collaborative learning by integrating physical and digital artifacts, spoken and written texts, and computational support. This editorial introduces a flash theme examining how tabletop interfaces support small-group interaction, exploring design considerations, interaction patterns, scripted collaboration, and community building across diverse educational contexts."
6,4,1,Interactive tabletops in education,Pierre Dillenbourg & Michael Evans,b,,"Interactive tabletops support co-located collaborative learning through hands-on manipulation of objects, conveying socio-constructivist pedagogical approaches. This analytical framework examines 33 design considerations across four levels: user-system interaction, teamwork dynamics, classroom orchestration, and socio-cultural contexts. The authors argue that tabletops' educational effectiveness depends on thoughtful design addressing these specific affordances rather than inherent technological properties."
6,4,2,Multi-touch tables and the relationship with collaborative classroom pedagogies: A synthetic review,Steven E. Higgins & Emma Mercier & Elizabeth Burd & Andrew Hatch,b,,"Multi-touch tables offer significant potential for supporting collaborative classroom learning through their design features. This synthetic review proposes a typology categorizing hardware characteristics—surface geometry and display type, touch sensing capabilities, and connectivity—to analyze how technical affordances align with pedagogical goals. Evidence suggests horizontal multi-touch surfaces enable more equitable participation and task-focused interaction than traditional single-touch technologies, though text entry limitations and teacher orchestration challenges require further investigation."
6,4,3,Interfering and resolving: How tabletop interaction facilitates co-construction of argumentative knowledge,Taciana Pontual Falcão & Sara Price,c,,"Peer interference in shared tabletop interfaces can productively support argumentative knowledge co-construction during exploratory science learning. Analyzing 43 students aged 11-14 interacting with a tangible light-behavior simulation, researchers applied Weinberger and Fischer's consensus-building framework to interference episodes. Integration-oriented consensus building—where students reflected on and incorporated peers' contributions—consistently produced productive learning, while conflict-oriented approaches typically yielded counter-productive outcomes."
6,4,4,Collaboration within large groups in the classroom,Eyal Szewkis & Miguel Nussbaum & Tal Rosen & Jose Abalos & Fernanda Denardin & Daniela Caballero & Arturo Tagle & Cristian Alcoholado,c,,"This study investigates large-group classroom collaboration using Single Display Groupware with multiple mice and minimal hardware. Through an experimental design comparing 42 students using the system for 40% of class time against 32 control students, researchers found that ""silent collaboration""—a negotiation mechanism enabling object exchanges—effectively facilitated synchronous learning in Spanish language tasks. Results demonstrated significant learning gains and successful achievement of collaborative conditions, suggesting this low-cost approach enables effective large-group computer-supported collaborative learning."
6,4,5,Guided reciprocal questioning to support children’s collaborative storytelling,Giulia Gelmini-Hornsby & Shaaron Ainsworth & Claire O’Malley,c,,"Guided Reciprocal Peer Questioning (GRPQ) scripts significantly enhance children's collaborative storytelling through increased interactive discussion. Using a within-subjects design with 36 six-to-seven-year-olds creating stories with KidPad, the study found that question prompts promoted longer, more evaluatively rich, and more coherent stories. Benefits largely persisted after scaffold withdrawal, suggesting children internalized the questioning approach and can apply it independently."
6,4,6,Scaffolding of small groups’ metacognitive activities with an avatar,Inge Molenaar & Ming Ming Chiu & Peter Sleegers & Carla van Boxtel,b,,"Avatar-based metacognitive scaffolding in small group learning environments influences student knowledge acquisition through mediation by metacognitive activities. Multivariate multilevel analysis of 51,339 conversation turns from 54 elementary students revealed that problematizing scaffolds (eliciting student explanations) produced greater domain knowledge than structuring scaffolds (providing examples), with metacognitive activities mediating these effects. Both scaffold types enhanced metacognitive knowledge primarily through increased metacognitive engagement."
6,4,7,"Building a community among teachers, researchers and university students. A blended approach to training",Donatella Cesareni & Francesca Martini & Ilaria Mancini,b,,"# Summary This case study examined a blended learning community of 45 Italian teachers, researchers, and university students participating in the ITCOLE project. Using qualitative analysis of face-to-face and online interactions, researchers found that expert teachers assumed central roles while novice teachers engaged in legitimate peripheral participation, gradually becoming more competent community members. Teachers recognized CSCL's innovative potential for student motivation and collaborative knowledge building, though they identified challenges including technical infrastructure limitations and heavy workload demands."
7,1,0,Ethnomethodologically informed,Gerry Stahl,e,,"Ethnomethodology (EM), founded by Harold Garfinkel, offers a research approach particularly suited to analyzing computer-supported collaborative learning by examining how people create intersubjective understanding through observable meaning-making methods. Unlike traditional educational research emphasizing individual mental states or societal forces, EM focuses on small-group interactions through sequential discourse analysis, enabling researchers to understand collaborative learning processes without imposing predetermined theoretical frameworks."
7,1,1,Making rounds: The routine work of the teacher during collaborative learning with computers,Christian Greiffenhagen,c,,"This ethnomethodological study analyzes teacher interventions during collaborative computer-based learning using video recordings of English lessons with storyboarding software. Through detailed conversation analysis of naturally occurring classroom interactions, the author identifies five types of teacher practices: ratifying pupil work, reminding pupils of task requirements, making suggestions for improvement, maintaining classroom control, and making whole-class announcements. The analysis reveals that classroom management and pedagogy are intertwined rather than separate, and tensions between teacher and pupil perspectives are collaborative rather than antagonistic."
7,1,2,How gamers manage aggression: Situating skills in collaborative computer games,Ulrika Bennerstedt & Jonas Ivarsson & Jonas Linderoth,c,,"Using ethnomethodological analysis of boss encounters in a massively multiplayer online game, this study examines skills gamers develop during collaborative gameplay involving portrayed aggression. The researchers found that ""aggression"" and ""collaboration"" manifest as highly specialized, game-specific practices—particularly aggro management—rather than transferable general skills. The analysis challenges assumptions underlying both positive and negative gaming effects research, arguing that claims about behavioral transfer require explicit theoretical justification and risk oversimplification."
7,1,3,The multivoicedness of game play: Exploring the unfolding of a student’s learning trajectory in a gaming context at school,Kenneth Silseth,c,,"This qualitative case study examines how classroom interactions facilitate a student's learning trajectory while playing the educational game Global Conflicts: Palestine. Using sociocultural and dialogic analysis of video-recorded gameplay and discussions, the research demonstrates that computer games become learning resources through collaborative meaning-making. The teacher's role in orchestrating dialogic spaces where multiple perspectives ""inter-animate"" each other proved crucial for developing nuanced understanding of the Israeli-Palestinian conflict's complexity."
7,1,4,Personal and shared experiences as resources for meaning making in a philosophy of science course,Maarit Arvaja,c,,"Health education students in an online philosophy of science course used personal work experiences and peer contributions as meaning-making resources. Analysis of individual writings and discussions revealed three epistemic activities: applying theoretical concepts to practice, forming conceptions, and critiquing. Peer interactions involved elaboration and sharing discourse. Results demonstrate that connecting abstract philosophical knowledge to lived experience enhanced understanding while fostering boundary crossing between institutional and personal knowledge contexts."
7,1,5,Collaboration amidst disagreement and moral judgment: The dynamics of Jewish and Arab students’ collaborative inquiry of their joint past,Sarah Pollack & Yifat Ben-David Kolikant,c,,"Israeli Jewish and Arab students collaboratively investigated a historical event through computer-supported learning, analyzing conflicting narratives via wiki-based discussion. Despite persistent disagreement, students' post-activity individual answers demonstrated enriched historical understanding, incorporating multiple perspectives and reduced one-sidedness. The researchers propose ""fission""—moments when opposing voices create cracks in individual perspectives, fostering polyphonic thinking without requiring consensus."
7,1,6,"Linking teacher beliefs, practices and student inquiry-based learning in a CSCL environment: A tale of two teachers",Yangjie Song & Chee-Kit Looi,c,,"Teachers holding innovation-oriented beliefs about inquiry-based learning enacted mathematics lessons with inquiry principle-based practices and technology-enhanced orchestration, while teachers with teacher-centered beliefs used traditional approaches. Comparative case analysis of two teachers using Group Scribbles technology revealed that innovation-oriented beliefs directly shaped progressive inquiry practices, which subsequently fostered student collaborative knowledge construction and effective technology use."
7,1,7,The role of teacher assistance on the effects of a macro-script in collaborative writing tasks,Javier Onrubia & Anna Engel,c,,"This multiple-case study examines how teacher assistance patterns interact with macro-scripts to influence collaborative writing in university students. Analyzing two settings with different script types and teaching approaches, the study identifies distinct teacher assistance patterns and their relationships to group organization and knowledge construction phases. Results show that flexible, content-focused teacher guidance combined with open scripts promotes heterogeneous group strategies and advanced collaborative knowledge construction, while detailed scripts paired with organizational reminders produce homogeneous adherence but lower knowledge construction levels."
7,2,0,Cognizing mediating: Unpacking the entanglement of artifacts with collective minds,Gerry Stahl,e,,"Human cognition and technological artifacts mutually shape each other through dialectical processes. This editorial examines instrumental genesis theory—how artifacts evolve through use—comparing it with affordances and structuration theories. The analysis emphasizes that CSCL research should focus on small-group collective cognition, design complex collaborative tasks beyond individual capability, and employ multiple methodologies to understand how groups enact technological mediation during knowledge building."
7,2,1,Connecting agents and artifacts in CSCL: Towards a rationale of mutual shaping,Maarten Overdijk & Wouter van Diggelen & Paul A. Kirschner & Michael Baker,b,,"This article examines how human agents and technical artifacts connect in computer-supported collaborative learning. Through theoretical review of affordance, structuration, and instrumental genesis frameworks, the authors argue that existing CSCL research emphasizing artifact-driven ""shaping"" of collaboration should shift toward ""mutual shaping,"" where both learners and technologies reciprocally influence each other. Instrumental genesis emerges as the most viable theoretical approach for understanding this bidirectional relationship."
7,2,2,An instrumental perspective on CSCL systems,Jacques Lonchamp,c,,"Rabardel's instrumental genesis theory reveals that CSCL systems involve complex two-phase development: teachers customize artifacts during preparation, while learners and tutors collaboratively develop utilization schemes during use. The research distinguishes two system categories based on who drives instrumentalization—learner-instrumentalizable systems supporting emergent collaborative practices, and teacher-instrumentalizable systems enforcing predefined learning structures—each mediating different forms of knowledge construction through epistemic, pragmatic, interpersonal, and reflexive mediation."
7,2,3,Instrumental genesis in technology-mediated learning: From double stimulation to expansive knowledge practices,Giuseppe Ritella & Kai Hakkarainen,c,,"Technology-mediated collaborative learning requires transforming social practices through instrumental genesis—the developmental process of appropriating technological tools as learning instruments. Drawing on sociocultural theory, the authors argue that epistemic mediation through external artifacts enables knowledge creation, but productive integration demands extended iterative efforts reformatting cognitive-cultural operating systems at personal and collective levels, explaining why innovative CSCL practices remain difficult to implement in educational systems."
7,2,4,How to improve collaborative learning with video tools in the classroom? Social vs. cognitive guidance for student teams,Carmen Zahn & Karsten Krauskopf & Friedrich W. Hesse & Roy Pea,b,,"Social interaction-related guidance proved more effective than cognitive task-related guidance for student teams using video tools in collaborative history learning. In a 2×2 experimental design with 148 sixteen-year-old students, teams receiving guidance emphasizing communication norms and cooperation demonstrated superior learning outcomes in historical skills and design product quality, regardless of video tool type. Results suggest focusing instructional support on group dynamics rather than task procedures."
7,2,5,The ACODEA framework: Developing segmentation and classification schemes for fully automatic analysis of online discussions,Jin Mu & Karsten Stegmann & Elijah Mayfield & Carolyn Rosé & Frank Fischer,c,,"The ACODEA framework enables fully automatic analysis of online discussions by extracting syntactic and semantic features through part-of-speech tagging and named-entity recognition before segmentation and classification. Applied to 84 students' collaborative discussions about attribution theory, the three-layer approach achieved high reliability (Cohen's Kappa ≥0.81) for micro-argumentation coding across different contexts, demonstrating that context-independent automated analysis is feasible for collaborative learning environments."
7,2,6,Scripted collaborative learning with the cognitive tutor algebra,Nikol Rummel & Dejana Mullins & Hans Spada,b,,"Researchers extended the Cognitive Tutor Algebra system to support collaborative learning by implementing a jigsaw-based collaboration script with adaptive elements. In a classroom experiment comparing scripted collaboration, unscripted collaboration, and individual learning, process analyses revealed the script improved interaction quality and problem-solving during learning. However, quantitative between-condition comparisons showed no significant learning advantage for collaboration, though collaborative performance matched individual performance despite fewer practice problems, suggesting interaction compensated for reduced practice opportunities."
7,3,0,An international research community,Gerry Stahl & Nancy Law & Friedrich Hesse,e,,"The International Journal of Computer-Supported Collaborative Learning demonstrates significant scholarly impact, ranking eleventh among education journals with a 2.243 impact factor. The journal supports a thriving international research community across fifty-three countries, publishing diverse, interdisciplinary research on collaborative learning technologies through rigorous peer review and design-based methodologies that advance CSCL theory and practice globally."
7,3,1,Learning physics through play in an augmented reality environment,Noel Enyedy & Joshua A. Danish & Girlie Delacruz & Melissa Kumar,b,,"# Summary This study demonstrates that first and second graders (n=43) can meaningfully learn Newtonian physics through augmented reality activities combining embodied play and progressive symbolization. Using pre-post assessments, students showed significant gains in understanding force, net force, friction, and two-dimensional motion. Two design principles guided the curriculum: participatory modeling leveraging socio-dramatic play to make intuitions visible, and progressive symbolization enabling students to invent and refine representational systems. Case studies illustrate how embodied prediction and collaborative symbol refinement supported conceptual integration, though challenges emerged when students relied exclusively on embodiment or formal reasoning."
7,3,2,Context matters: The value of analyzing human factors within educational contexts as a way of informing technology-related decisions within design research,Kim MacKinnon,b,,"Design research in educational technology often overlooks systematic analysis of contextual factors. This study adapts Cognitive Work Analysis (CWA), an engineering method, to systematically identify human factors constraints—political, organizational, team, psychological, and physical—within a teacher education program. Through interviews, documentation analysis, and observations, 358 constraints were identified. The modified CWA approach made contextual information explicit and organized, enabling informed technology design decisions for supporting student research projects through an online mentorship environment."
7,3,3,Patterns of kindergarten children’s social interaction with peers in the computer area,Eun Mee Lim,c,,"This qualitative study examined kindergarten children's peer interactions in a classroom computer area through three-month observations and teacher interviews. The researcher identified six social interaction patterns: parallel play, verbal conflicts, sociable interactions, knowledge construction through positive processes, knowledge construction through negative processes, and non-verbal communication. Three patterns—positive processes, negative processes, and non-verbal communication—constituted ""Cognitively Effective Social Interaction"" leading to meaningful knowledge construction. Findings demonstrate computers support collaborative learning when integrated with classroom curriculum."
7,3,4,"Online class size, note reading, note writing and collaborative discourse",Mingzhu Qiu & Jim Hewitt & Clare Brett,c,,"This mixed-methods study examined 25 online graduate courses (341 students, 25 instructors) using tracking logs and interviews to investigate how class size affects note reading and writing loads. Findings revealed class size positively correlates with total notes read but negatively with percentage read, indicating information overload in larger classes. Students wrote shorter, simpler notes in larger classes. Dividing large classes into subgroups reduced overload. An optimal class size of 13-15 students was identified for effective collaborative discourse."
7,3,5,4SPPIces: A case study of factors in a scripted collaborative-learning blended course across spatial locations,Mar Pérez-Sanagustín & Patricia Santos & Davinia Hernández-Leo & Josep Blat,c,,"This case study evaluates the 4SPPIces model—a conceptual framework combining Space, Pedagogical Method, Participants, and History factors—for designing computer-supported collaborative blended learning scripts. Researchers implemented a geography fieldwork activity with 34 students across Barcelona using mobile devices and GPS. Results demonstrate that considering 4SPPIces factors successfully enhanced the activity, promoting collaborative skills, motivation, and learning about multiple urban districts while effectively supporting teacher orchestration through integrated technologies."
7,4,0,Traversing planes of learning,Gerry Stahl,e,,"CSCL research typically analyzes learning at three interconnected but separately studied levels: individual, small-group, and community. This article argues that understanding how these planes interpenetrate requires examining artifacts and resources that mediate across levels. Using bridge metaphors and phenomenological theory, Stahl proposes that collaborative knowledge-building involves sequential interaction drawing resources from all planes, with designed artifacts and language serving as key connectors enabling traversal between learning levels."
7,4,1,Computational analysis and mapping of ijCSCL content,Jacques Lonchamp,c,,"This empirical study employs co-word analysis to map content in the International Journal of Computer-Supported Collaborative Learning (2006-2011). Using hierarchical clustering and multidimensional scaling on full-text corpora, the research identifies three major thematic categories: interaction analysis, technical/organizational issues, and applications. Key findings include dominant themes like scripting, monitoring, community-based learning, and argumentation, revealing the intellectual structure of CSCL research."
7,4,2,Interactive visual tools as triggers of collaborative reasoning in entry-level pathology,Markus Nivala & Hans Rystedt & Roger Säljö & Pauliina Kronqvist & Erno Lehtinen,b,,"Virtual microscopy enables collaborative pathology learning through multimodal referential practices. This qualitative video analysis of 15 medical student pairs examined how interactive visual tools mediate diagnostic reasoning. Students organized shared visual fields using gestures, zooming, and paced negotiations to construct joint understanding. Key strategies included framing diagnostic processes, negotiating visual evidence, and extending reasoning frames when uncertain. The study demonstrates that technology becomes constitutive of face-to-face collaboration, and understanding image production techniques proves integral to medical interpretation."
7,4,3,Using augmented reality and knowledge-building scaffolds to improve learning in a science museum,Susan A. Yoon & Karen Elinich & Joyce Wang & Christopher Steinmeier & Sean Tucker,b,,"A quasi-experimental study examined how augmented reality and knowledge-building scaffolds enhance science learning in a museum setting. Using four conditions with varying levels of digital augmentation and pedagogical support, researchers tested 119 middle-grade students on electrical conductivity concepts. Results showed digital augmentation alone improved conceptual knowledge, while knowledge-building scaffolds combined with augmented reality significantly enhanced students' ability to theorize about scientific phenomena, suggesting collaborative supports amplify technology-based informal learning."
7,4,4,Participatory learning through behavioral and cognitive engagements in an online collective information searching activity,Chia-Ching Lin & Chin-Chung Tsai,c,,"This study investigated how college students' behavioral and cognitive engagements relate during online collective information searching using social bookmarking. Through cluster analysis of 101 engineering students' activity logs and annotations, researchers identified four behavioral patterns (Hitchhiker, Individualist, Active, Commentator) and two cognitive levels (Deep, Surface). Results revealed that students exhibiting ""Active"" behavioral engagement demonstrated ""Deep"" cognitive engagement, while those with ""Hitchhiker"" or ""Individualist"" patterns showed ""Surface"" engagement, with deeper engagement correlating to better assignment performance."
7,4,5,A model for flexibly editing CSCL scripts,Péricles Sobreira & Pierre Tchounikine,a,,"Researchers developed the T2 model, a table-tree representation system enabling teachers to flexibly edit CSCL scripts. Using intuitive table structures mapped to machine-readable trees, the approach prioritizes simplicity and adaptability over complex meta-models. Usability testing with five teachers confirmed the model's ease of use and demonstrated that teachers effectively leveraged representation flexibility to customize scripts according to their perspectives and contexts."
8,1,0,Analyzing group coordination when solving geometry problems with dynamic geometry software,Diler Oner,c,,"This study proposes a methodological framework for analyzing group coordination in geometry problem-solving with dynamic geometry software. Using conversation analysis and reference field theory, the researcher examined a dyad's face-to-face interaction solving a construction problem. Findings reveal successful collaboration requires coordinating both mathematical/tool-enabled resources and collaborative resources, with participants shifting between theoretical and spatio-graphical reference fields while maintaining productive turn-taking and transactive dialogue."
8,1,1,Learning across levels,Gerry Stahl,e,,"CSCL research must bridge individual, small-group, and community levels of analysis through emergent interactional resources. This theoretical framework proposes that resources—from ephemeral conversational moves to institutionalized practices—mediate across levels through processes of reification, sedimentation, and personalization. Empirical studies examining mathematical problem-solving, scientific representations, and collaborative learning demonstrate how tracking these resources reveals connections between local interactions and broader socio-cultural contexts."
8,1,2,On the bridge to learn: Analysing the social organization of nautical instruction in a ship simulator,Magnus Hontvedt & Hans Christian Arnseth,c,,"This qualitative study examines how nautical students collaboratively construct simulated learning contexts through role-play in a ship simulator. Using interaction analysis of video data, the researchers identify two competing activity contexts: students enacting professional crew roles and students participating in educational training. The analysis reveals that while role-play enables situated learning opportunities for professional tasks, maintaining credible simulations requires substantial interactional effort and can conflict with instructional objectives like meta-reflection and debriefing."
8,1,3,Student sensemaking with science diagrams in a computer-based setting,Anniken Furberg & Anders Kluge & Sten Ludvigsen,c,,"This study examined how upper secondary students collaboratively made sense of solar panel diagrams in a computer-based learning environment. Using interaction analysis of one student group's expert-group session, researchers found that science diagrams functioned as productive social and cognitive resources, enabling students to slow conceptual reasoning and negotiate scientific meanings. However, students faced significant challenges translating oral accounts into written explanations and coordinating multiple diagram representations. The analysis reveals that students' sensemaking involved not only conceptual understanding but also navigating institutional norms and practices embedded within schooling contexts."
8,1,4,Recalibrating reference within a dual-space interaction environment,Alan Zemel & Timothy Koschmann,c,,"# Summary Middle school students collaborating in the Virtual Math Teams system develop shared understanding of mathematical problems through sequential recalibration of referential practices. Using ethnomethodological analysis of chat and whiteboard interactions, the study demonstrates how students progressively specify indexical properties of underspecified problems and solutions. Rather than treating representations as static objects, the research reveals how problem-solving emerges from the situated, interactive work of producing and refining references to mathematical concepts across dual-space modalities."
8,1,5,Enhancing student knowledge acquisition from online learning conversations,Evren Eryilmaz & Jakko van der Pol & Terry Ryan & Philip Martin Clark & Justin Mary,c,,"This experimental study compared linked and parallel artifact-centered discussion systems with 106 pharmacy students. Annotation functionality in the linked system decreased coordination activities while increasing assertion and conflict knowledge construction activities. Mediation analysis revealed that assertion, conflict, and clarification activities significantly predicted individual learning gains, with the treatment group achieving greater post-test improvements than controls."
8,2,0,Transactive discourse in CSCL,Gerry Stahl,e,,"This editorial examines transactivity in computer-supported collaborative learning, analyzing how students build on each other's reasoning through shared digital media. Stahl distinguishes between individual-level analysis focusing on mental states and group-level analysis examining discourse meaning. Four empirical studies explore transactivity across contexts—student blogging, scripted dyadic interactions, kindergarten collaborative computer use, and automated speech analysis—demonstrating diverse methodological approaches to measuring and supporting collaborative knowledge building."
8,2,1,,Richard Alterman · Johann Ari Larusson,c,,"This case study examines how student blogging facilitates common knowledge emergence in a loosely coordinated learning environment. Through qualitative and quantitative analysis of 25 undergraduates' semester-long blogging activity in an Internet & Society course, researchers found that common knowledge develops through distributed participation across multiple conversations and topics. Longer conversations served as focal points attracting wider readership and participation, while persistent content enabled students to mine the blogosphere when preparing papers, with approximately 50% of paper topics foreshadowed by blogging activity."
8,2,2,Facilitating learning in multidisciplinary groups with transactive CSCL scripts,Omid Noroozi & Stephanie D. Teasley & Harm J. A. Biemans & Armin Weinberger & Martin Mulder,a,,"# Summary This laboratory experiment with 120 university students examined how transactive memory and discussion scripts in computer-supported collaborative learning environments facilitate knowledge sharing in multidisciplinary groups. Students from different disciplinary backgrounds solved an authentic problem requiring complementary expertise. Results showed that each script individually improved transactive knowledge sharing, knowledge transfer, and solution quality, but combining both scripts produced negative interaction effects, likely due to over-scripting constraints within the 80-minute collaboration period."
8,2,3,Co-located single display collaborative learning for early childhood education,Florencia Gómez & Miguel Nussbaum & Juan F. Weitz & Ximena Lopez & Javiera Mena & Alex Torres,b,,"Small-group co-located single-display collaborative learning significantly improves oral language, logical-mathematical, and social skills in kindergarten children. Using a quasi-experimental design with 268 experimental and 172 control participants, researchers implemented computer-supported collaborative activities twice weekly for four months. Results showed the experimental group achieved substantially greater gains in logical-mathematical skills (21.78% vs. 6.09%) and social skills (10.09% vs. -8.19%), with teacher mediation proving essential for effective collaboration."
